"affected","implementer","year","flow","value"
"United States of America","Australia","2013","inward",0.0117894943762926
"World","Australia","2013","inward",0.0273271220763064
"Argentina","Brazil","2013","inward",0.375593251611099
"Australia","Brazil","2013","inward",0.0387809598847372
"Canada","Brazil","2013","inward",0.123495428113009
"China","Brazil","2013","inward",0.388468713804629
"France","Brazil","2013","inward",0.27118725818107
"Germany","Brazil","2013","inward",0.267286829274566
"India","Brazil","2013","inward",0.254940559015316
"Indonesia","Brazil","2013","inward",0.393082708443838
"Italy","Brazil","2013","inward",0.269303849767099
"Japan","Brazil","2013","inward",0.263838656850994
"Mexico","Brazil","2013","inward",0.360653581787491
"Republic of Korea","Brazil","2013","inward",0.252107969407334
"Russia","Brazil","2013","inward",0.0114100893577429
"Saudi Arabia","Brazil","2013","inward",0.629585125689505
"South Africa","Brazil","2013","inward",0.191057734664352
"Turkey","Brazil","2013","inward",0.225748520280002
"United Kingdom","Brazil","2013","inward",0.234526393765734
"United States of America","Brazil","2013","inward",0.252170081287378
"World","Brazil","2013","inward",0.291045230593916
"Argentina","Canada","2013","inward",0.0926210253065986
"Australia","Canada","2013","inward",0.213728176485476
"Brazil","Canada","2013","inward",0.0402187748777103
"China","Canada","2013","inward",0.0438028009455801
"France","Canada","2013","inward",0.151145146757164
"Germany","Canada","2013","inward",0.233868779848765
"India","Canada","2013","inward",0.0169664665651223
"Indonesia","Canada","2013","inward",0.0412269483269606
"Italy","Canada","2013","inward",0.14686498694268
"Japan","Canada","2013","inward",0.350612869675398
"Mexico","Canada","2013","inward",0.188141254351377
"Republic of Korea","Canada","2013","inward",0.316180352799891
"Russia","Canada","2013","inward",0.0907131576714214
"Saudi Arabia","Canada","2013","inward",0.00588662108014378
"South Africa","Canada","2013","inward",0.0544725542999625
"Turkey","Canada","2013","inward",0.0288390238024715
"United Kingdom","Canada","2013","inward",0.0902879638849213
"United States of America","Canada","2013","inward",0.165695336663557
"World","Canada","2013","inward",0.148543490193471
"Argentina","China","2013","inward",0.717908162693748
"Australia","China","2013","inward",0.924196080790247
"Brazil","China","2013","inward",0.865774051421761
"Canada","China","2013","inward",0.687278109733674
"France","China","2013","inward",0.808348083953162
"Germany","China","2013","inward",0.837757117534773
"India","China","2013","inward",0.828456309457425
"Indonesia","China","2013","inward",0.711735612328466
"Italy","China","2013","inward",0.712191857252212
"Japan","China","2013","inward",0.781118675373145
"Mexico","China","2013","inward",0.831751118362986
"Republic of Korea","China","2013","inward",0.844590673111221
"Russia","China","2013","inward",0.758559027890409
"Saudi Arabia","China","2013","inward",0.988614356278004
"South Africa","China","2013","inward",0.659406349114734
"Turkey","China","2013","inward",0.827436124196226
"United Kingdom","China","2013","inward",0.717525123151013
"United States of America","China","2013","inward",0.793253513414636
"World","China","2013","inward",0.82069097883141
"Argentina","France","2013","inward",0.774291471869109
"Australia","France","2013","inward",0.844769051684292
"Brazil","France","2013","inward",0.786785135270107
"Canada","France","2013","inward",0.836515910717778
"China","France","2013","inward",0.763741865651009
"Germany","France","2013","inward",0.205908780810272
"India","France","2013","inward",0.879619995713288
"Indonesia","France","2013","inward",0.742287976828675
"Italy","France","2013","inward",0.115499928337055
"Japan","France","2013","inward",0.846200166818768
"Mexico","France","2013","inward",0.616386252336661
"Republic of Korea","France","2013","inward",0.844972154982522
"Russia","France","2013","inward",0.966894680904311
"Saudi Arabia","France","2013","inward",0.980181519953008
"South Africa","France","2013","inward",0.839479531867411
"Turkey","France","2013","inward",0.767296853841524
"United Kingdom","France","2013","inward",0.18504744033612
"United States of America","France","2013","inward",0.864167271121044
"World","France","2013","inward",0.435576767722119
"Argentina","Germany","2013","inward",0.533453693257102
"Australia","Germany","2013","inward",0.727169690474038
"Brazil","Germany","2013","inward",0.653818583448034
"Canada","Germany","2013","inward",0.845654431941574
"China","Germany","2013","inward",0.763806285802304
"France","Germany","2013","inward",0.14767569273227
"India","Germany","2013","inward",0.833352943330049
"Indonesia","Germany","2013","inward",0.724428654346023
"Italy","Germany","2013","inward",0.105451078848837
"Japan","Germany","2013","inward",0.876069529897708
"Mexico","Germany","2013","inward",0.82866478050563
"Republic of Korea","Germany","2013","inward",0.886946108301303
"Russia","Germany","2013","inward",0.96562166166467
"Saudi Arabia","Germany","2013","inward",0.921669869360454
"South Africa","Germany","2013","inward",0.734247248161193
"Turkey","Germany","2013","inward",0.72991236332912
"United Kingdom","Germany","2013","inward",0.110942581031409
"United States of America","Germany","2013","inward",0.815135979666725
"World","Germany","2013","inward",0.407321359370666
"Argentina","India","2013","inward",0.0658835579345496
"Australia","India","2013","inward",0.422878994268424
"Brazil","India","2013","inward",0.338979762925123
"Canada","India","2013","inward",0.678489618454548
"China","India","2013","inward",0.645165088381727
"France","India","2013","inward",0.301512133159208
"Germany","India","2013","inward",0.424449712863156
"Indonesia","India","2013","inward",0.516191135305923
"Italy","India","2013","inward",0.379793857189447
"Japan","India","2013","inward",0.416654360574207
"Mexico","India","2013","inward",0.0962568188761586
"Republic of Korea","India","2013","inward",0.556986311743485
"Russia","India","2013","inward",0.546965835804432
"Saudi Arabia","India","2013","inward",0.176800378620661
"South Africa","India","2013","inward",0.875865879288914
"Turkey","India","2013","inward",0.0861747259147716
"United Kingdom","India","2013","inward",0.692877734982352
"United States of America","India","2013","inward",0.400603723004577
"World","India","2013","inward",0.442192010120584
"Argentina","Indonesia","2013","inward",0.880409808811766
"Australia","Indonesia","2013","inward",0.478138957527058
"Brazil","Indonesia","2013","inward",0.471731973366825
"Canada","Indonesia","2013","inward",0.501213509377164
"China","Indonesia","2013","inward",0.508840723249826
"France","Indonesia","2013","inward",0.726879105978661
"Germany","Indonesia","2013","inward",0.608638875781278
"India","Indonesia","2013","inward",0.361007804920025
"Italy","Indonesia","2013","inward",0.586041110236624
"Japan","Indonesia","2013","inward",0.587066634628198
"Mexico","Indonesia","2013","inward",0.277418907738792
"Republic of Korea","Indonesia","2013","inward",0.271584010936171
"Russia","Indonesia","2013","inward",0.202774383338892
"Saudi Arabia","Indonesia","2013","inward",0.125904207182031
"South Africa","Indonesia","2013","inward",0.247083984032963
"Turkey","Indonesia","2013","inward",0.176340444091821
"United Kingdom","Indonesia","2013","inward",0.533113784069926
"United States of America","Indonesia","2013","inward",0.565058009992179
"World","Indonesia","2013","inward",0.396374999006071
"Argentina","Italy","2013","inward",0.67178452939829
"Australia","Italy","2013","inward",0.625993012654443
"Brazil","Italy","2013","inward",0.60320766975716
"Canada","Italy","2013","inward",0.816166199746364
"China","Italy","2013","inward",0.858093840672855
"France","Italy","2013","inward",0.0615733113036245
"Germany","Italy","2013","inward",0.0514700646490163
"India","Italy","2013","inward",0.778516079393161
"Indonesia","Italy","2013","inward",0.75042113263972
"Japan","Italy","2013","inward",0.606335663404424
"Mexico","Italy","2013","inward",0.555307984598667
"Republic of Korea","Italy","2013","inward",0.634845307171173
"Russia","Italy","2013","inward",0.947147490280165
"Saudi Arabia","Italy","2013","inward",0.987438296051482
"South Africa","Italy","2013","inward",0.870711923171507
"Turkey","Italy","2013","inward",0.603916084622002
"United Kingdom","Italy","2013","inward",0.0344380343478355
"United States of America","Italy","2013","inward",0.823823051278741
"World","Italy","2013","inward",0.355225665645339
"Argentina","Japan","2013","inward",0.00954333195652931
"Australia","Japan","2013","inward",0.0138275394367225
"Brazil","Japan","2013","inward",0.0103421332695796
"Canada","Japan","2013","inward",0.130602154074215
"China","Japan","2013","inward",0.199675483816556
"France","Japan","2013","inward",0.0530841187040593
"Germany","Japan","2013","inward",0.260155535517939
"India","Japan","2013","inward",0.060929310886418
"Indonesia","Japan","2013","inward",0.0669768372461255
"Italy","Japan","2013","inward",0.162309025372206
"Mexico","Japan","2013","inward",0.0819907629194118
"Republic of Korea","Japan","2013","inward",0.182307643167038
"Russia","Japan","2013","inward",0.0366295450611051
"Saudi Arabia","Japan","2013","inward",0.00177083707048802
"South Africa","Japan","2013","inward",0.142132375167845
"Turkey","Japan","2013","inward",0.100545129405652
"United Kingdom","Japan","2013","inward",0.171919283822264
"United States of America","Japan","2013","inward",0.0886618921292584
"World","Japan","2013","inward",0.114107270835746
"Argentina","Mexico","2013","inward",0.00356703490851566
"Australia","Mexico","2013","inward",0.0100600304502478
"Brazil","Mexico","2013","inward",0.00433679511356106
"Canada","Mexico","2013","inward",0.00511084446730269
"China","Mexico","2013","inward",0.0546462017961548
"France","Mexico","2013","inward",0.00163751095609417
"Germany","Mexico","2013","inward",0.0028993008790399
"India","Mexico","2013","inward",0.00377666687080125
"Indonesia","Mexico","2013","inward",0.0259191509294655
"Italy","Mexico","2013","inward",0.00249565453069552
"Japan","Mexico","2013","inward",0.00429212402134319
"Republic of Korea","Mexico","2013","inward",0.00625853051171959
"Russia","Mexico","2013","inward",0.0235920442822248
"Saudi Arabia","Mexico","2013","inward",0
"South Africa","Mexico","2013","inward",0.00128527719811619
"Turkey","Mexico","2013","inward",0
"United Kingdom","Mexico","2013","inward",0.0100983114177731
"United States of America","Mexico","2013","inward",0.0113367252288592
"World","Mexico","2013","inward",0.013768990811706
"Argentina","Republic of Korea","2013","inward",0.0460998679991776
"Australia","Republic of Korea","2013","inward",0.0454485668850255
"Brazil","Republic of Korea","2013","inward",0.0395259564219224
"Canada","Republic of Korea","2013","inward",0.108782133783933
"China","Republic of Korea","2013","inward",0.0639606427571649
"France","Republic of Korea","2013","inward",0.0844284345764833
"Germany","Republic of Korea","2013","inward",0.113777393267498
"India","Republic of Korea","2013","inward",0.0235320613490235
"Indonesia","Republic of Korea","2013","inward",0.0131314643496472
"Italy","Republic of Korea","2013","inward",0.0835905889301831
"Japan","Republic of Korea","2013","inward",0.212443786749858
"Mexico","Republic of Korea","2013","inward",0.0570978819592145
"Russia","Republic of Korea","2013","inward",0.32221313164841
"Saudi Arabia","Republic of Korea","2013","inward",0.848924745134573
"South Africa","Republic of Korea","2013","inward",0.0944483282804954
"Turkey","Republic of Korea","2013","inward",0.00632300578478837
"United Kingdom","Republic of Korea","2013","inward",0.0674661661524891
"United States of America","Republic of Korea","2013","inward",0.173148286845866
"World","Republic of Korea","2013","inward",0.210992351192393
"Argentina","Russia","2013","inward",0.481159935698354
"Australia","Russia","2013","inward",0.248023414843968
"Brazil","Russia","2013","inward",0.837109595483624
"Canada","Russia","2013","inward",0.611035342204387
"China","Russia","2013","inward",0.290051197880572
"France","Russia","2013","inward",0.388736238988753
"Germany","Russia","2013","inward",0.420451026505296
"India","Russia","2013","inward",0.509611542317182
"Indonesia","Russia","2013","inward",0.369272336830336
"Italy","Russia","2013","inward",0.277788151271699
"Japan","Russia","2013","inward",0.786687534362398
"Mexico","Russia","2013","inward",0.483425494819415
"Republic of Korea","Russia","2013","inward",0.481973171707439
"Saudi Arabia","Russia","2013","inward",0.172839271859764
"South Africa","Russia","2013","inward",0.106875613091242
"Turkey","Russia","2013","inward",0.433948172412485
"United Kingdom","Russia","2013","inward",0.518841163302424
"United States of America","Russia","2013","inward",0.488103268868465
"World","Russia","2013","inward",0.410506028099707
"Argentina","Saudi Arabia","2013","inward",0.020851501238339
"Australia","Saudi Arabia","2013","inward",0.592260161462676
"Brazil","Saudi Arabia","2013","inward",0.385465083902022
"Canada","Saudi Arabia","2013","inward",0.353486302352949
"China","Saudi Arabia","2013","inward",0.120718821501211
"France","Saudi Arabia","2013","inward",0.301272157194982
"Germany","Saudi Arabia","2013","inward",0.303010689921288
"India","Saudi Arabia","2013","inward",0.159228553394739
"Indonesia","Saudi Arabia","2013","inward",0.232435384464381
"Italy","Saudi Arabia","2013","inward",0.262691836172052
"Japan","Saudi Arabia","2013","inward",0.608406811693323
"Mexico","Saudi Arabia","2013","inward",0.401426634146127
"Republic of Korea","Saudi Arabia","2013","inward",0.459325837578997
"Russia","Saudi Arabia","2013","inward",0.00848080763300698
"South Africa","Saudi Arabia","2013","inward",0.413515279929636
"Turkey","Saudi Arabia","2013","inward",0.292974164780836
"United Kingdom","Saudi Arabia","2013","inward",0.428562881450341
"United States of America","Saudi Arabia","2013","inward",0.485380476515874
"World","Saudi Arabia","2013","inward",0.324625565080212
"Argentina","South Africa","2013","inward",0.36621188438467
"Australia","South Africa","2013","inward",0.0675000264531182
"Brazil","South Africa","2013","inward",0.244631177842388
"Canada","South Africa","2013","inward",0.0512001499361664
"China","South Africa","2013","inward",0.35235828001232
"France","South Africa","2013","inward",0.104355436073707
"Germany","South Africa","2013","inward",0.181574232080525
"India","South Africa","2013","inward",0.131628253481424
"Indonesia","South Africa","2013","inward",0.124455343618257
"Italy","South Africa","2013","inward",0.189887217815512
"Japan","South Africa","2013","inward",0.106698392036982
"Mexico","South Africa","2013","inward",0.219900894739112
"Republic of Korea","South Africa","2013","inward",0.275508826397965
"Russia","South Africa","2013","inward",0.0171170564745842
"Saudi Arabia","South Africa","2013","inward",0.845341320276321
"Turkey","South Africa","2013","inward",0.074234349492348
"United Kingdom","South Africa","2013","inward",0.156379762854966
"United States of America","South Africa","2013","inward",0.0863339734972314
"World","South Africa","2013","inward",0.299227690811142
"Argentina","Turkey","2013","inward",0.0598683032165009
"Australia","Turkey","2013","inward",0.0031309154461113
"Brazil","Turkey","2013","inward",0.0201101926360724
"Canada","Turkey","2013","inward",0.0414559258083979
"China","Turkey","2013","inward",0.252331114569112
"France","Turkey","2013","inward",0.128194647072543
"Germany","Turkey","2013","inward",0.0656038357822267
"India","Turkey","2013","inward",0.155527811544566
"Indonesia","Turkey","2013","inward",0.31993615746815
"Italy","Turkey","2013","inward",0.0750030321065661
"Japan","Turkey","2013","inward",0.035372283845283
"Mexico","Turkey","2013","inward",0.523527897793947
"Republic of Korea","Turkey","2013","inward",0.0533290144127348
"Russia","Turkey","2013","inward",0.0816533822059118
"Saudi Arabia","Turkey","2013","inward",0.171545667316627
"South Africa","Turkey","2013","inward",0.0104871413640539
"United Kingdom","Turkey","2013","inward",0.0493463315306746
"United States of America","Turkey","2013","inward",0.121833645251572
"World","Turkey","2013","inward",0.100966848027484
"Argentina","United Kingdom","2013","inward",0.655871908670934
"Australia","United Kingdom","2013","inward",0.77788979523155
"Brazil","United Kingdom","2013","inward",0.491787267048098
"Canada","United Kingdom","2013","inward",0.842830422657153
"China","United Kingdom","2013","inward",0.757090985039374
"France","United Kingdom","2013","inward",0.014699587904645
"Germany","United Kingdom","2013","inward",0.0225480424045211
"India","United Kingdom","2013","inward",0.82654697520917
"Indonesia","United Kingdom","2013","inward",0.613781528639841
"Italy","United Kingdom","2013","inward",0.01110722297433
"Japan","United Kingdom","2013","inward",0.555348513654063
"Mexico","United Kingdom","2013","inward",0.711312150626908
"Republic of Korea","United Kingdom","2013","inward",0.565087887803803
"Russia","United Kingdom","2013","inward",0.759353379862636
"Saudi Arabia","United Kingdom","2013","inward",0.944036232235097
"South Africa","United Kingdom","2013","inward",0.800844324441464
"Turkey","United Kingdom","2013","inward",0.745585128041421
"United States of America","United Kingdom","2013","inward",0.803576014681671
"World","United Kingdom","2013","inward",0.352295616530176
"Argentina","United States of America","2013","inward",0.465117552003577
"Australia","United States of America","2013","inward",0.306441282815515
"Brazil","United States of America","2013","inward",0.360133628693541
"Canada","United States of America","2013","inward",0.447350914297474
"China","United States of America","2013","inward",0.519454514013269
"France","United States of America","2013","inward",0.436822233881866
"Germany","United States of America","2013","inward",0.500006335216785
"India","United States of America","2013","inward",0.251650185535464
"Indonesia","United States of America","2013","inward",0.236128669561852
"Italy","United States of America","2013","inward",0.323348985542194
"Japan","United States of America","2013","inward",0.591256263390262
"Mexico","United States of America","2013","inward",0.434797571952159
"Republic of Korea","United States of America","2013","inward",0.671680766788366
"Russia","United States of America","2013","inward",0.545595883498264
"Saudi Arabia","United States of America","2013","inward",0.0430411686320501
"South Africa","United States of America","2013","inward",0.197516671645074
"Turkey","United States of America","2013","inward",0.254008757314249
"United Kingdom","United States of America","2013","inward",0.49338520456115
"World","United States of America","2013","inward",0.437959166694899
"Argentina","World","2013","inward",0.380194048063356
"Australia","World","2013","inward",0.330543201033106
"Brazil","World","2013","inward",0.444685337768446
"Canada","World","2013","inward",0.437781780244049
"China","World","2013","inward",0.382823325888344
"France","World","2013","inward",0.133707744642485
"Germany","World","2013","inward",0.154231499723806
"India","World","2013","inward",0.356812405183658
"Indonesia","World","2013","inward",0.241457146639606
"Italy","World","2013","inward",0.112685362871175
"Japan","World","2013","inward",0.477272539965476
"Mexico","World","2013","inward",0.424554040968863
"Republic of Korea","World","2013","inward",0.529897619124619
"Russia","World","2013","inward",0.647834701647086
"Saudi Arabia","World","2013","inward",0.359285227314018
"South Africa","World","2013","inward",0.415888347020327
"Turkey","World","2013","inward",0.52583164537337
"United Kingdom","World","2013","inward",0.165991495754354
"United States of America","World","2013","inward",0.33133513195886
"World","World","2013","inward",0.31437023672319
"Australia","Argentina","2014","inward",0.935652827912336
"Brazil","Argentina","2014","inward",0.945750942572107
"Canada","Argentina","2014","inward",0.755292891638459
"China","Argentina","2014","inward",0.89784971071751
"France","Argentina","2014","inward",0.841215582925315
"Germany","Argentina","2014","inward",0.825380773305517
"India","Argentina","2014","inward",0.92621689663932
"Indonesia","Argentina","2014","inward",0.874990250894749
"Italy","Argentina","2014","inward",0.788005971348798
"Japan","Argentina","2014","inward",0.841162292448311
"Mexico","Argentina","2014","inward",0.937100422246069
"Republic of Korea","Argentina","2014","inward",0.693791000092755
"Russia","Argentina","2014","inward",0.924159796505367
"South Africa","Argentina","2014","inward",0.786234552151357
"Turkey","Argentina","2014","inward",0.553056199658276
"United Kingdom","Argentina","2014","inward",0.839462412424436
"United States of America","Argentina","2014","inward",0.903777889609147
"World","Argentina","2014","inward",0.878576082803785
"Argentina","Australia","2014","inward",0
"Brazil","Australia","2014","inward",0.0270128141625282
"Canada","Australia","2014","inward",0.00486324312670609
"China","Australia","2014","inward",0.0407451094973095
"France","Australia","2014","inward",0.0391034108284562
"Germany","Australia","2014","inward",0.0121597942549234
"India","Australia","2014","inward",0.0369430309668067
"Indonesia","Australia","2014","inward",0.00321482417227929
"Italy","Australia","2014","inward",0.0263913210989326
"Japan","Australia","2014","inward",0.0438921548999816
"Mexico","Australia","2014","inward",0.0741218787818976
"Republic of Korea","Australia","2014","inward",0.1129466218855
"Russia","Australia","2014","inward",0.0693178052300122
"Saudi Arabia","Australia","2014","inward",0
"South Africa","Australia","2014","inward",0.0238018766209397
"Turkey","Australia","2014","inward",0
"United Kingdom","Australia","2014","inward",0.0283823132557508
"United States of America","Australia","2014","inward",0.0110869275698294
"World","Australia","2014","inward",0.0263445724057345
"Argentina","Brazil","2014","inward",0.506320520989384
"Australia","Brazil","2014","inward",0.0397472114035281
"Canada","Brazil","2014","inward",0.148359943874652
"China","Brazil","2014","inward",0.479792480331888
"France","Brazil","2014","inward",0.43173187051959
"Germany","Brazil","2014","inward",0.426386651721713
"India","Brazil","2014","inward",0.432381343478789
"Indonesia","Brazil","2014","inward",0.415634204566266
"Italy","Brazil","2014","inward",0.395035813887404
"Japan","Brazil","2014","inward",0.43807556901775
"Mexico","Brazil","2014","inward",0.442232187848531
"Republic of Korea","Brazil","2014","inward",0.350834653728071
"Russia","Brazil","2014","inward",0.0330032922710581
"Saudi Arabia","Brazil","2014","inward",0.923326526328197
"South Africa","Brazil","2014","inward",0.210041893017379
"Turkey","Brazil","2014","inward",0.310707457891883
"United Kingdom","Brazil","2014","inward",0.34867049942411
"United States of America","Brazil","2014","inward",0.378063783876467
"World","Brazil","2014","inward",0.424271810907158
"Argentina","Canada","2014","inward",0.128848788203331
"Australia","Canada","2014","inward",0.277330590395311
"Brazil","Canada","2014","inward",0.0645684724208824
"China","Canada","2014","inward",0.0680958072595228
"France","Canada","2014","inward",0.255966663736975
"Germany","Canada","2014","inward",0.282098472950373
"India","Canada","2014","inward",0.0549709984391554
"Indonesia","Canada","2014","inward",0.0781153657579196
"Italy","Canada","2014","inward",0.18716000113346
"Japan","Canada","2014","inward",0.407185228513062
"Mexico","Canada","2014","inward",0.284488529043101
"Republic of Korea","Canada","2014","inward",0.333594142296645
"Russia","Canada","2014","inward",0.716940928924133
"Saudi Arabia","Canada","2014","inward",0.960146541063381
"South Africa","Canada","2014","inward",0.0632384570916072
"Turkey","Canada","2014","inward",0.0628279669475212
"United Kingdom","Canada","2014","inward",0.542705248789794
"United States of America","Canada","2014","inward",0.249446825921323
"World","Canada","2014","inward",0.270012730046824
"Argentina","China","2014","inward",0.718884009792252
"Australia","China","2014","inward",0.933361228156173
"Brazil","China","2014","inward",0.900757298436641
"Canada","China","2014","inward",0.721461606605473
"France","China","2014","inward",0.828153914893646
"Germany","China","2014","inward",0.841990970195924
"India","China","2014","inward",0.839422991982655
"Indonesia","China","2014","inward",0.717125337617316
"Italy","China","2014","inward",0.73992903210381
"Japan","China","2014","inward",0.765809609093253
"Mexico","China","2014","inward",0.835937222189298
"Republic of Korea","China","2014","inward",0.828660147259508
"Russia","China","2014","inward",0.748041872935977
"Saudi Arabia","China","2014","inward",0.986151231066697
"South Africa","China","2014","inward",0.560151969781714
"Turkey","China","2014","inward",0.831725979368974
"United Kingdom","China","2014","inward",0.721055031643285
"United States of America","China","2014","inward",0.812277475437801
"World","China","2014","inward",0.817241067986688
"Argentina","France","2014","inward",0.774291471869109
"Australia","France","2014","inward",0.844769051684292
"Brazil","France","2014","inward",0.786785135270107
"Canada","France","2014","inward",0.836975631200845
"China","France","2014","inward",0.977354237794428
"Germany","France","2014","inward",0.207913190813001
"India","France","2014","inward",0.927243148088848
"Indonesia","France","2014","inward",0.894920166920193
"Italy","France","2014","inward",0.119591767414648
"Japan","France","2014","inward",0.846467303068421
"Mexico","France","2014","inward",0.619494249364534
"Republic of Korea","France","2014","inward",0.845437776580292
"Russia","France","2014","inward",0.966903322887023
"Saudi Arabia","France","2014","inward",0.980181519953008
"South Africa","France","2014","inward",0.839479531867411
"Turkey","France","2014","inward",0.768712636846311
"United Kingdom","France","2014","inward",0.186019517170443
"United States of America","France","2014","inward",0.86500769073496
"World","France","2014","inward",0.45235690468501
"Argentina","Germany","2014","inward",0.57499714270554
"Australia","Germany","2014","inward",0.734218197966624
"Brazil","Germany","2014","inward",0.661036983488476
"Canada","Germany","2014","inward",0.852549950241564
"China","Germany","2014","inward",0.977098757931124
"France","Germany","2014","inward",0.252726457173706
"India","Germany","2014","inward",0.912683746079106
"Indonesia","Germany","2014","inward",0.902418109270977
"Italy","Germany","2014","inward",0.233915387051303
"Japan","Germany","2014","inward",0.876657558449675
"Mexico","Germany","2014","inward",0.827853842462864
"Republic of Korea","Germany","2014","inward",0.888022567481118
"Russia","Germany","2014","inward",0.967504507535075
"Saudi Arabia","Germany","2014","inward",0.922525182795196
"South Africa","Germany","2014","inward",0.735349979745596
"Turkey","Germany","2014","inward",0.739785312887924
"United Kingdom","Germany","2014","inward",0.242634555714906
"United States of America","Germany","2014","inward",0.822252106181996
"World","Germany","2014","inward",0.512855849812255
"Argentina","India","2014","inward",0.848803798110789
"Australia","India","2014","inward",0.902482457694502
"Brazil","India","2014","inward",0.589123149041208
"Canada","India","2014","inward",0.686042078325783
"China","India","2014","inward",0.706981747080838
"France","India","2014","inward",0.330733009587623
"Germany","India","2014","inward",0.498639275046169
"Indonesia","India","2014","inward",0.779696500665216
"Italy","India","2014","inward",0.452966121328979
"Japan","India","2014","inward",0.494499439631065
"Mexico","India","2014","inward",0.10177643865357
"Republic of Korea","India","2014","inward",0.584810768826305
"Russia","India","2014","inward",0.557914455572417
"Saudi Arabia","India","2014","inward",0.188265470251576
"South Africa","India","2014","inward",0.877140329277983
"Turkey","India","2014","inward",0.108515149803239
"United Kingdom","India","2014","inward",0.701222973493182
"United States of America","India","2014","inward",0.448100508718894
"World","India","2014","inward",0.516892985907991
"Argentina","Indonesia","2014","inward",0.881567900422792
"Australia","Indonesia","2014","inward",0.560758874174322
"Brazil","Indonesia","2014","inward",0.475363393049009
"Canada","Indonesia","2014","inward",0.583374008973008
"China","Indonesia","2014","inward",0.582133233514579
"France","Indonesia","2014","inward",0.750720210354631
"Germany","Indonesia","2014","inward",0.656759136628118
"India","Indonesia","2014","inward",0.491122617905475
"Italy","Indonesia","2014","inward",0.630089610190053
"Japan","Indonesia","2014","inward",0.72171254214179
"Mexico","Indonesia","2014","inward",0.356235164238066
"Republic of Korea","Indonesia","2014","inward",0.303525009059707
"Russia","Indonesia","2014","inward",0.363440741596613
"Saudi Arabia","Indonesia","2014","inward",0.142328714285196
"South Africa","Indonesia","2014","inward",0.257289469199862
"Turkey","Indonesia","2014","inward",0.176340444091821
"United Kingdom","Indonesia","2014","inward",0.565060457470032
"United States of America","Indonesia","2014","inward",0.649115703614955
"World","Indonesia","2014","inward",0.463333521397801
"Argentina","Italy","2014","inward",0.677138975880041
"Australia","Italy","2014","inward",0.621442305079726
"Brazil","Italy","2014","inward",0.604198359405991
"Canada","Italy","2014","inward",0.816166199746364
"China","Italy","2014","inward",0.965006898167774
"France","Italy","2014","inward",0.0685840517962378
"Germany","Italy","2014","inward",0.0589246701650819
"India","Italy","2014","inward",0.915305223935032
"Indonesia","Italy","2014","inward",0.866489314174904
"Japan","Italy","2014","inward",0.606774703747786
"Mexico","Italy","2014","inward",0.555307984598667
"Republic of Korea","Italy","2014","inward",0.634845307171173
"Russia","Italy","2014","inward",0.947147490280165
"Saudi Arabia","Italy","2014","inward",0.987438296051482
"South Africa","Italy","2014","inward",0.870711923171507
"Turkey","Italy","2014","inward",0.604044984430589
"United Kingdom","Italy","2014","inward",0.0425184063976985
"United States of America","Italy","2014","inward",0.823880839511169
"World","Italy","2014","inward",0.369574238686741
"Argentina","Japan","2014","inward",0.00954333195652931
"Australia","Japan","2014","inward",0.0142500301863678
"Brazil","Japan","2014","inward",0.0103421332695796
"Canada","Japan","2014","inward",0.130663687948666
"China","Japan","2014","inward",0.227871659043637
"France","Japan","2014","inward",0.0565029695283352
"Germany","Japan","2014","inward",0.272401457036717
"India","Japan","2014","inward",0.0712665075069299
"Indonesia","Japan","2014","inward",0.0678851541765126
"Italy","Japan","2014","inward",0.192448285627275
"Mexico","Japan","2014","inward",0.0853103948804449
"Republic of Korea","Japan","2014","inward",0.189851336240843
"Russia","Japan","2014","inward",0.0366295450611051
"Saudi Arabia","Japan","2014","inward",0.00177083707048802
"South Africa","Japan","2014","inward",0.148783321036642
"Turkey","Japan","2014","inward",0.119814884636654
"United Kingdom","Japan","2014","inward",0.180800947926197
"United States of America","Japan","2014","inward",0.110239691971767
"World","Japan","2014","inward",0.125467335277079
"Argentina","Mexico","2014","inward",0.0580353906905043
"Australia","Mexico","2014","inward",0.0132783747388415
"Brazil","Mexico","2014","inward",0.0315323858512733
"Canada","Mexico","2014","inward",0.030932267778411
"China","Mexico","2014","inward",0.0686214868014845
"France","Mexico","2014","inward",0.0260123147512316
"Germany","Mexico","2014","inward",0.0168749297368993
"India","Mexico","2014","inward",0.0180086246410677
"Indonesia","Mexico","2014","inward",0.0479523021497475
"Italy","Mexico","2014","inward",0.0164683045139913
"Japan","Mexico","2014","inward",0.0220965148636979
"Republic of Korea","Mexico","2014","inward",0.0131032120251799
"Russia","Mexico","2014","inward",0.141588716083505
"Saudi Arabia","Mexico","2014","inward",0
"South Africa","Mexico","2014","inward",0.0242204017237128
"Turkey","Mexico","2014","inward",0.0018754982917927
"United Kingdom","Mexico","2014","inward",0.012078750623506
"United States of America","Mexico","2014","inward",0.0380772164670625
"World","Mexico","2014","inward",0.0354091585721799
"Argentina","Republic of Korea","2014","inward",0.00653363265905415
"Australia","Republic of Korea","2014","inward",0.168134622346913
"Brazil","Republic of Korea","2014","inward",0.0172772107528559
"Canada","Republic of Korea","2014","inward",0.141722085911483
"China","Republic of Korea","2014","inward",0.0537176089021849
"France","Republic of Korea","2014","inward",0.0344540918059809
"Germany","Republic of Korea","2014","inward",0.0383703191530651
